brand,product,sku,category,file_1_front,file_2_angle,file_3_detail
"Royal Craft","Royal Antique Gold Floral Engraved Barber Shear","SGT-EQ-ROYAL-ANTIQUE-GOLD","Barber Supplies","SGT-EQ-ROYAL-ANTIQUE-GOLD.jpg","SGT-EQ-ROYAL-ANTIQUE-GOLD-2.jpg","SGT-EQ-ROYAL-ANTIQUE-GOLD-3.jpg"
"Royalson Furniture","Ergonomic Grey Executive Salon Waiting Lounge Chair","SGT-FUR-LOUNGE-GREY-CANTILEVER","Salon Furniture","SGT-FUR-LOUNGE-GREY-CANTILEVER.jpg","SGT-FUR-LOUNGE-GREY-CANTILEVER-2.jpg","SGT-FUR-LOUNGE-GREY-CANTILEVER-3.jpg"
"SGT Essentials","Professional Non-Woven Hair Removal Waxing Strips (Pack of 100)","SGT-WAX-STRIPS-NONWOVEN-100PK","Waxing","SGT-WAX-STRIPS-NONWOVEN-100PK.jpg","SGT-WAX-STRIPS-NONWOVEN-100PK-2.jpg","SGT-WAX-STRIPS-NONWOVEN-100PK-3.jpg"
"SGT Essentials","Smooth Birchwood Disposable Waxing Spatulas (Pack of 100)","SGT-WAX-SPATULA-WOODEN-100PK","Waxing","SGT-WAX-SPATULA-WOODEN-100PK.jpg","SGT-WAX-SPATULA-WOODEN-100PK-2.jpg","SGT-WAX-SPATULA-WOODEN-100PK-3.jpg"
"SHARONDS","SHARONDS 6 Inch 440C High Hardness Stainless Steel Hair Scissors Set","SGT-SHARONDS-6IN-SET","Barber Supplies","SGT-SHARONDS-6IN-SET.jpg","SGT-SHARONDS-6IN-SET-2.jpg","SGT-SHARONDS-6IN-SET-3.jpg"
"Sakhi Salon Furniture","SAKHI Luxury Emerald Green Quilted Hydraulic Styling Chair","SGT-FUR-SAKHI-EMERALD","Salon Furniture","SGT-FUR-SAKHI-EMERALD.jpg","SGT-FUR-SAKHI-EMERALD-2.jpg","SGT-FUR-SAKHI-EMERALD-3.jpg"
"Salon Care Professional","Professional 2-in-1 Facial Steamer & Hair Steamer Machine","SGT-EQ-2IN1-FACIAL-HAIR-STEAMER","Professional Equipment","SGT-EQ-2IN1-FACIAL-HAIR-STEAMER.jpg","SGT-EQ-2IN1-FACIAL-HAIR-STEAMER-2.jpg","SGT-EQ-2IN1-FACIAL-HAIR-STEAMER-3.jpg"
"Salon Care Professional","Professional Hairdresser Appliance & Tool Combo Kit","SGT-BAR-TOOL-KIT-PRO","Barber Supplies","SGT-BAR-TOOL-KIT-PRO.jpg","SGT-BAR-TOOL-KIT-PRO-2.jpg","SGT-BAR-TOOL-KIT-PRO-3.jpg"
"Salon Furniture Series","Charcoal Leather Shampoo Backwash Unit with Tilting Ceramic Basin","SGT-FUR-CHARCOAL-SHAMPOO-BACKWASH","Salon Furniture","SGT-FUR-CHARCOAL-SHAMPOO-BACKWASH.jpg","SGT-FUR-CHARCOAL-SHAMPOO-BACKWASH-2.jpg","SGT-FUR-CHARCOAL-SHAMPOO-BACKWASH-3.jpg"
"Salon Furniture Series","Cream Leather Hydraulic Facial Bed & Reclining Massage Chair","SGT-FUR-CREAM-FACIAL-BED-HYDRAULIC","Salon Furniture","SGT-FUR-CREAM-FACIAL-BED-HYDRAULIC.jpg","SGT-FUR-CREAM-FACIAL-BED-HYDRAULIC-2.jpg","SGT-FUR-CREAM-FACIAL-BED-HYDRAULIC-3.jpg"
"Salon Furniture Series","Luxury Heavy-Duty Reclining Barber Chair Dark Brown Leather","SGT-FUR-RECLINING-BARBER-CHAIR-BROWN","Salon Furniture","SGT-FUR-RECLINING-BARBER-CHAIR-BROWN.jpg","SGT-FUR-RECLINING-BARBER-CHAIR-BROWN-2.jpg","SGT-FUR-RECLINING-BARBER-CHAIR-BROWN-3.jpg"
"Salon Furniture Series","Professional 4-Drawer Locking Salon Storage Trolley Cart Black","SGT-FUR-ROLLING-TOOL-CART-BLACK","Salon Furniture","SGT-FUR-ROLLING-TOOL-CART-BLACK.jpg","SGT-FUR-ROLLING-TOOL-CART-BLACK-2.jpg","SGT-FUR-ROLLING-TOOL-CART-BLACK-3.jpg"
"Salon Furniture Series","Stainless Steel 3-Tier Rolling Salon Utility Trolley Cart","SGT-FUR-STAINLESS-3TIER-TROLLEY","Salon Furniture","SGT-FUR-STAINLESS-3TIER-TROLLEY.jpg","SGT-FUR-STAINLESS-3TIER-TROLLEY-2.jpg","SGT-FUR-STAINLESS-3TIER-TROLLEY-3.jpg"
"Salon Pro","High Frequency Facial Machine","SGT-PE-003","Professional Equipment","SGT-PE-003.jpg","SGT-PE-003-2.jpg","SGT-PE-003-3.jpg"
"Salon Pro","Salon Pro 6-Inch Japanese Stainless Steel Barber Scissors Kit","SGT-BAR-SHEARS-SALON-PRO-6IN","Barber Supplies","SGT-BAR-SHEARS-SALON-PRO-6IN.jpg","SGT-BAR-SHEARS-SALON-PRO-6IN-2.jpg","SGT-BAR-SHEARS-SALON-PRO-6IN-3.jpg"
"Salon Pro Series","High-Lift Dust-Free Bleaching Powder White (500g)","SGT-HCT-BLEACH-POWDER-500G","Hair Color & Treatment","SGT-HCT-BLEACH-POWDER-500G.jpg","SGT-HCT-BLEACH-POWDER-500G-2.jpg","SGT-HCT-BLEACH-POWDER-500G-3.jpg"
"Salon Pro Series","Professional Hair Color Developer Cream 20 Vol / 6% (1000ml)","SGT-HCT-DEVELOPER-20VOL-1000ML","Hair Color & Treatment","SGT-HCT-DEVELOPER-20VOL-1000ML.jpg","SGT-HCT-DEVELOPER-20VOL-1000ML-2.jpg","SGT-HCT-DEVELOPER-20VOL-1000ML-3.jpg"
"Salon Pro Series","Professional Hair Perming Lotion Wave Activator Formula (800ml)","SGT-HCT-HAIR-PERMING-LOTION-800ML","Hair Color & Treatment","SGT-HCT-HAIR-PERMING-LOTION-800ML.jpg","SGT-HCT-HAIR-PERMING-LOTION-800ML-2.jpg","SGT-HCT-HAIR-PERMING-LOTION-800ML-3.jpg"
"Salon Pro Series","Professional High-Speed AC Motor Ionic Hair Blow Dryer Grey","SGT-BRB-IONIC-BLOW-DRYER-GREY","Barber Supplies","SGT-BRB-IONIC-BLOW-DRYER-GREY.jpg","SGT-BRB-IONIC-BLOW-DRYER-GREY-2.jpg","SGT-BRB-IONIC-BLOW-DRYER-GREY-3.jpg"
"Salon Pro Series","Professional Titanium Ceramic Hair Straightener Flat Iron with Digital LCD","SGT-BRB-TITANIUM-FLAT-IRON-365F","Barber Supplies","SGT-BRB-TITANIUM-FLAT-IRON-365F.jpg","SGT-BRB-TITANIUM-FLAT-IRON-365F-2.jpg","SGT-BRB-TITANIUM-FLAT-IRON-365F-3.jpg"
"Sanguine Professional","Sanguine Ergonomic Pastel Titanium Barber Shears Series","SGT-EQ-SANGUINE-PASTEL","Barber Supplies","SGT-EQ-SANGUINE-PASTEL.jpg","SGT-EQ-SANGUINE-PASTEL-2.jpg","SGT-EQ-SANGUINE-PASTEL-3.jpg"
"Sanitec Professional","Luxury Pedicure Spa Chair with Hydrotherapy Foot Bath & Massage","SGT-FUR-PEDICURE-SPA-CHAIR","Salon Furniture","SGT-FUR-PEDICURE-SPA-CHAIR.jpg","SGT-FUR-PEDICURE-SPA-CHAIR-2.jpg","SGT-FUR-PEDICURE-SPA-CHAIR-3.jpg"
"Sanitec Professional","Professional UV Sterilizer Cabinet & Facial Reclining Chair Station","SGT-EQ-UV-FACIAL-STATION","Professional Equipment","SGT-EQ-UV-FACIAL-STATION.jpg","SGT-EQ-UV-FACIAL-STATION-2.jpg","SGT-EQ-UV-FACIAL-STATION-3.jpg"
"Schwarzkopf Professional","Professional Keratin Repair Shampoo (1000ml Pump Bottle)","SGT-HC-KERATIN-SHAMPOO-1000ML","Hair Care","SGT-HC-KERATIN-SHAMPOO-1000ML.jpg","SGT-HC-KERATIN-SHAMPOO-1000ML-2.jpg","SGT-HC-KERATIN-SHAMPOO-1000ML-3.jpg"
"Schwarzkopf Professional","Schwarzkopf Professional IGORA ROYAL Absolutes Anti-Age Color Cream","SGT-HT-IGORA-ABSOLUTES","Hair Color & Treatment","SGT-HT-IGORA-ABSOLUTES.jpg","SGT-HT-IGORA-ABSOLUTES-2.jpg","SGT-HT-IGORA-ABSOLUTES-3.jpg"
"Schwarzkopf Professional","Schwarzkopf Professional IGORA ROYAL Permanent Color Cream","SGT-HT-IGORA-ROYAL","Hair Color & Treatment","SGT-HT-IGORA-ROYAL.jpg","SGT-HT-IGORA-ROYAL-2.jpg","SGT-HT-IGORA-ROYAL-3.jpg"
"Schwarzkopf Professional","Schwarzkopf Professional IGORA VIBRANCE Tone on Tone Coloration","SGT-HT-IGORA-VIBRANCE","Hair Color & Treatment","SGT-HT-IGORA-VIBRANCE.jpg","SGT-HT-IGORA-VIBRANCE-2.jpg","SGT-HT-IGORA-VIBRANCE-3.jpg"
"Schwarzkopf Professional","Schwarzkopf Professional IGORA ZERO AMM Ammonia-Free Color Cream","SGT-HT-IGORA-ZERO-AMM","Hair Color & Treatment","SGT-HT-IGORA-ZERO-AMM.jpg","SGT-HT-IGORA-ZERO-AMM-2.jpg","SGT-HT-IGORA-ZERO-AMM-3.jpg"
"Skin Care Series","24K Gold Luxury Peel-off Facial Mask Jar (250g)","SGT-SKIN-GOLD-PEELOFF-MASK-250G","Skin Care","SGT-SKIN-GOLD-PEELOFF-MASK-250G.jpg","SGT-SKIN-GOLD-PEELOFF-MASK-250G-2.jpg","SGT-SKIN-GOLD-PEELOFF-MASK-250G-3.jpg"
"Skin Care Series","Deep Exfoliating Facial Scrub Cream Tube with Natural Micro-Granules (200ml)","SGT-SKIN-EXFOLIATING-SCRUB-CREAM-200ML","Skin Care","SGT-SKIN-EXFOLIATING-SCRUB-CREAM-200ML.jpg","SGT-SKIN-EXFOLIATING-SCRUB-CREAM-200ML-2.jpg","SGT-SKIN-EXFOLIATING-SCRUB-CREAM-200ML-3.jpg"
"Skin Care Series","Professional Hydrating Glow Serum with Hyaluronic Acid & Niacinamide (100ml)","SGT-SKIN-GLOW-HYDRATING-SERUM-100ML","Skin Care","SGT-SKIN-GLOW-HYDRATING-SERUM-100ML.jpg","SGT-SKIN-GLOW-HYDRATING-SERUM-100ML-2.jpg","SGT-SKIN-GLOW-HYDRATING-SERUM-100ML-3.jpg"
"Skin Care Series","Rose Water & Aloe Vera Soothing Facial Toner Mist Spray (200ml)","SGT-SKIN-FACIAL-TONER-ROSE-ALOE-200ML","Skin Care","SGT-SKIN-FACIAL-TONER-ROSE-ALOE-200ML.jpg","SGT-SKIN-FACIAL-TONER-ROSE-ALOE-200ML-2.jpg","SGT-SKIN-FACIAL-TONER-ROSE-ALOE-200ML-3.jpg"
"Skin Care Series","Vitamin C Radiant Facial Glow Massage Cream Jar (200g)","SGT-SKIN-VITAMIN-C-GLOW-CREAM-200G","Skin Care","SGT-SKIN-VITAMIN-C-GLOW-CREAM-200G.jpg","SGT-SKIN-VITAMIN-C-GLOW-CREAM-200G-2.jpg","SGT-SKIN-VITAMIN-C-GLOW-CREAM-200G-3.jpg"
"Streax","Streax Shine Hair Serum With Walnut Oil","SGT-HC-STREAX-SHINE","Hair Care","SGT-HC-STREAX-SHINE.jpg","SGT-HC-STREAX-SHINE-2.jpg","SGT-HC-STREAX-SHINE-3.jpg"
"Streax Craft","Streax Craft Strength Hair Serum With Vitamin E","SGT-HC-STREAX-STRENGTH","Hair Care","SGT-HC-STREAX-STRENGTH.jpg","SGT-HC-STREAX-STRENGTH-2.jpg","SGT-HC-STREAX-STRENGTH-3.jpg"
"Streax Professional","Streax Professional Repair Max Hair Serum Vitariche Care","SGT-HC-STREAX-REPAIR","Hair Care","SGT-HC-STREAX-REPAIR.jpg","SGT-HC-STREAX-REPAIR-2.jpg","SGT-HC-STREAX-REPAIR-3.jpg"
"Streax Professional","Streax Professional Scalp Care Hairfall Rescue Serum","SGT-HC-STREAX-SCALP","Hair Care","SGT-HC-STREAX-SCALP.jpg","SGT-HC-STREAX-SCALP-2.jpg","SGT-HC-STREAX-SCALP-3.jpg"
"Streax Professional","Streax Professional Vitariche Gloss Hair Serum","SGT-HC-STREAX-GLOSS","Hair Care","SGT-HC-STREAX-GLOSS.jpg","SGT-HC-STREAX-GLOSS-2.jpg","SGT-HC-STREAX-GLOSS-3.jpg"
"Tress Pro","Complete Parlour Waxing Master Set with Silicone Pot Liner","SGT-WAX-SALON-HERO-KIT-PRO","Waxing","SGT-WAX-SALON-HERO-KIT-PRO.jpg","SGT-WAX-SALON-HERO-KIT-PRO-2.jpg","SGT-WAX-SALON-HERO-KIT-PRO-3.jpg"
"Tress Pro","Matte Black Executive Waxing Station Kit with Pre & Post Oil","SGT-WAX-PREMIUM-KIT-MATTE-BLACK","Waxing","SGT-WAX-PREMIUM-KIT-MATTE-BLACK.jpg","SGT-WAX-PREMIUM-KIT-MATTE-BLACK-2.jpg","SGT-WAX-PREMIUM-KIT-MATTE-BLACK-3.jpg"
"Tress Pro","Rapid-Melt Double Pot Electric Wax Heater Station","SGT-WAX-RAPID-HEATER-KIT","Waxing","SGT-WAX-RAPID-HEATER-KIT.jpg","SGT-WAX-RAPID-HEATER-KIT-2.jpg","SGT-WAX-RAPID-HEATER-KIT-3.jpg"
"Wahl Professional","High-Torque Rotary Motor Cordless Barber Hair Clipper Gold","SGT-BRB-PRO-CORDLESS-HAIR-CLIPPER","Skin Care","SGT-BRB-PRO-CORDLESS-HAIR-CLIPPER.jpg","SGT-BRB-PRO-CORDLESS-HAIR-CLIPPER-2.jpg","SGT-BRB-PRO-CORDLESS-HAIR-CLIPPER-3.jpg"
